,geometry,Polygon
1001,POINT (2.2615001 48.725875099760316),11900
1001,POINT (2.2615001 48.725875099760316),11901
1002,POINT (2.0884779 48.31831869986078),9299
1002,POINT (2.0884779 48.31831869986078),9300
1002,POINT (2.0884779 48.31831869986078),9425
1002,POINT (2.0884779 48.31831869986078),9426
1002,POINT (2.0884779 48.31831869986078),9552
1003,POINT (2.4644036999999996 48.70891899976452),14548
1003,POINT (2.4644036999999996 48.70891899976452),14549
1003,POINT (2.4644036999999996 48.70891899976452),14674
1003,POINT (2.4644036999999996 48.70891899976452),14675
1003,POINT (2.4644036999999996 48.70891899976452),14800
1004,POINT (2.1909354 48.70469379976557),10643
1004,POINT (2.1909354 48.70469379976557),10768
1004,POINT (2.1909354 48.70469379976557),10769
1004,POINT (2.1909354 48.70469379976557),10894
1004,POINT (2.1909354 48.70469379976557),10895
1005,POINT (2.3606429000000007 48.742011599756324),13032
1005,POINT (2.3606429000000007 48.742011599756324),13033
1005,POINT (2.3606429000000007 48.742011599756324),13158
1005,POINT (2.3606429000000007 48.742011599756324),13159
1005,POINT (2.3606429000000007 48.742011599756324),13284
1005,POINT (2.3606429000000007 48.742011599756324),13285
1006,POINT (2.3673662 48.71718019976247),13161
1006,POINT (2.3673662 48.71718019976247),13162
1006,POINT (2.3673662 48.71718019976247),13287
1006,POINT (2.3673662 48.71718019976247),13288
1006,POINT (2.3673662 48.71718019976247),13413
1007,POINT (2.05579 48.53250579980816),8772
1007,POINT (2.05579 48.53250579980816),8897
1007,POINT (2.05579 48.53250579980816),8898
1007,POINT (2.05579 48.53250579980816),9024
1008,POINT (2.1526786 48.729415099759436),10136
1008,POINT (2.1526786 48.729415099759436),10261
1008,POINT (2.1526786 48.729415099759436),10262
1008,POINT (2.1526786 48.729415099759436),10388
1009,POINT (2.1248674 48.553800199802915),9777
1009,POINT (2.1248674 48.553800199802915),9778
1009,POINT (2.1248674 48.553800199802915),9903
1009,POINT (2.1248674 48.553800199802915),9904
1009,POINT (2.1248674 48.553800199802915),10029
1009,POINT (2.1248674 48.553800199802915),10030
1010,POINT (2.3195022 48.649689399779184),12413
1010,POINT (2.3195022 48.649689399779184),12538
1010,POINT (2.3195022 48.649689399779184),12539
1010,POINT (2.3195022 48.649689399779184),12664
1010,POINT (2.3195022 48.649689399779184),12665
1011,POINT (2.3438174999999997 48.63389059978309),12792
1011,POINT (2.3438174999999997 48.63389059978309),12793
1011,POINT (2.3438174999999997 48.63389059978309),12918
1011,POINT (2.3438174999999997 48.63389059978309),12919
1011,POINT (2.3438174999999997 48.63389059978309),13044
1011,POINT (2.3438174999999997 48.63389059978309),13045
1012,POINT (2.1692755999999997 48.67630079977261),10394
1012,POINT (2.1692755999999997 48.67630079977261),10519
1012,POINT (2.1692755999999997 48.67630079977261),10520
1012,POINT (2.1692755999999997 48.67630079977261),10646
1013,POINT (2.1693149 48.6762929997726),10394
1013,POINT (2.1693149 48.6762929997726),10519
1013,POINT (2.1693149 48.6762929997726),10520
1013,POINT (2.1693149 48.6762929997726),10646
1014,POINT (2.1693501999999993 48.676287799772595),10394
1014,POINT (2.1693501999999993 48.676287799772595),10519
1014,POINT (2.1693501999999993 48.676287799772595),10520
1014,POINT (2.1693501999999993 48.676287799772595),10646
1015,POINT (2.1693868 48.67628179977261),10394
1015,POINT (2.1693868 48.67628179977261),10519
1015,POINT (2.1693868 48.67628179977261),10520
1015,POINT (2.1693868 48.67628179977261),10646
1016,POINT (2.4147404999999997 48.70825549976468),13792
1016,POINT (2.4147404999999997 48.70825549976468),13793
1016,POINT (2.4147404999999997 48.70825549976468),13918
1016,POINT (2.4147404999999997 48.70825549976468),13919
1016,POINT (2.4147404999999997 48.70825549976468),14044
1016,POINT (2.4147404999999997 48.70825549976468),14045
1017,POINT (2.2368051 48.68371519977077),11275
1017,POINT (2.2368051 48.68371519977077),11401
1017,POINT (2.2368051 48.68371519977077),11402
1017,POINT (2.2368051 48.68371519977077),11527
1018,POINT (2.3636601999999995 48.6754699997728),13040
1018,POINT (2.3636601999999995 48.6754699997728),13166
1018,POINT (2.3636601999999995 48.6754699997728),13292
1019,POINT (2.1733031999999994 48.68603409977019),10393
1019,POINT (2.1733031999999994 48.68603409977019),10518
1019,POINT (2.1733031999999994 48.68603409977019),10519
1019,POINT (2.1733031999999994 48.68603409977019),10644
1019,POINT (2.1733031999999994 48.68603409977019),10645
1020,POINT (2.2011782 48.67850389977205),10772
1020,POINT (2.2011782 48.67850389977205),10897
1020,POINT (2.2011782 48.67850389977205),10898
1020,POINT (2.2011782 48.67850389977205),11023
1020,POINT (2.2011782 48.67850389977205),11024
1021,POINT (2.2012037 48.67848749977207),10772
1021,POINT (2.2012037 48.67848749977207),10897
1021,POINT (2.2012037 48.67848749977207),10898
1021,POINT (2.2012037 48.67848749977207),11023
1021,POINT (2.2012037 48.67848749977207),11024
1022,POINT (2.2012278999999997 48.67847419977205),10772
1022,POINT (2.2012278999999997 48.67847419977205),10897
1022,POINT (2.2012278999999997 48.67847419977205),10898
1022,POINT (2.2012278999999997 48.67847419977205),11023
1022,POINT (2.2012278999999997 48.67847419977205),11024
1023,POINT (2.2012539999999996 48.678459099772056),10772
1023,POINT (2.2012539999999996 48.678459099772056),10897
1023,POINT (2.2012539999999996 48.678459099772056),10898
1023,POINT (2.2012539999999996 48.678459099772056),11023
1023,POINT (2.2012539999999996 48.678459099772056),11024
1024,POINT (2.2012802 48.67844049977207),10772
1024,POINT (2.2012802 48.67844049977207),10897
1024,POINT (2.2012802 48.67844049977207),10898
1024,POINT (2.2012802 48.67844049977207),11023
1024,POINT (2.2012802 48.67844049977207),11024
1025,POINT (2.2694289 48.91539809971329),11753
1025,POINT (2.2694289 48.91539809971329),11754
1025,POINT (2.2694289 48.91539809971329),11879
1025,POINT (2.2694289 48.91539809971329),11880
1025,POINT (2.2694289 48.91539809971329),12005
1026,POINT (2.2381631 48.77343299974853),11265
1026,POINT (2.2381631 48.77343299974853),11391
1026,POINT (2.2381631 48.77343299974853),11392
1026,POINT (2.2381631 48.77343299974853),11517
1027,POINT (2.2382163 48.773409199748535),11265
1027,POINT (2.2382163 48.773409199748535),11391
1027,POINT (2.2382163 48.773409199748535),11392
1027,POINT (2.2382163 48.773409199748535),11517
1028,POINT (2.2904543999999993 48.766044699750346),12022
1028,POINT (2.2904543999999993 48.766044699750346),12147
1028,POINT (2.2904543999999993 48.766044699750346),12148
1028,POINT (2.2904543999999993 48.766044699750346),12274
1029,POINT (2.2602949 48.93161149970928),11625
1029,POINT (2.2602949 48.93161149970928),11626
1029,POINT (2.2602949 48.93161149970928),11751
1029,POINT (2.2602949 48.93161149970928),11752
1029,POINT (2.2602949 48.93161149970928),11877
1029,POINT (2.2602949 48.93161149970928),11878
1030,POINT (2.2448636 48.892168399719075),11378
1030,POINT (2.2448636 48.892168399719075),11503
1030,POINT (2.2448636 48.892168399719075),11504
1030,POINT (2.2448636 48.892168399719075),11630
1031,POINT (2.2449405999999996 48.89220009971905),11378
1031,POINT (2.2449405999999996 48.89220009971905),11503
1031,POINT (2.2449405999999996 48.89220009971905),11504
1031,POINT (2.2449405999999996 48.89220009971905),11630
1032,POINT (2.2450183999999997 48.89223219971907),11378
1032,POINT (2.2450183999999997 48.89223219971907),11503
1032,POINT (2.2450183999999997 48.89223219971907),11504
1032,POINT (2.2450183999999997 48.89223219971907),11630
1033,POINT (2.2451003999999997 48.89226599971903),11378
1033,POINT (2.2451003999999997 48.89226599971903),11503
1033,POINT (2.2451003999999997 48.89226599971903),11504
1033,POINT (2.2451003999999997 48.89226599971903),11630
1034,POINT (2.24518 48.892298799719015),11378
1034,POINT (2.24518 48.892298799719015),11503
1034,POINT (2.24518 48.892298799719015),11504
1034,POINT (2.24518 48.892298799719015),11629
1034,POINT (2.24518 48.892298799719015),11630
1035,POINT (2.2661172999999994 48.83139549973415),11762
1035,POINT (2.2661172999999994 48.83139549973415),11763
1035,POINT (2.2661172999999994 48.83139549973415),11888
1035,POINT (2.2661172999999994 48.83139549973415),11889
1036,POINT (2.2662332999999997 48.83133349973415),11762
1036,POINT (2.2662332999999997 48.83133349973415),11763
1036,POINT (2.2662332999999997 48.83133349973415),11888
1036,POINT (2.2662332999999997 48.83133349973415),11889
1037,POINT (2.2663449 48.83127629973418),11762
1037,POINT (2.2663449 48.83127629973418),11763
1037,POINT (2.2663449 48.83127629973418),11888
1037,POINT (2.2663449 48.83127629973418),11889
1038,POINT (2.2213111999999997 48.808033499739935),11135
1038,POINT (2.2213111999999997 48.808033499739935),11136
1038,POINT (2.2213111999999997 48.808033499739935),11261
1038,POINT (2.2213111999999997 48.808033499739935),11262
1038,POINT (2.2213111999999997 48.808033499739935),11387
1039,POINT (2.2628436 48.781383899746544),11642
1039,POINT (2.2628436 48.781383899746544),11768
1039,POINT (2.2628436 48.781383899746544),11769
1039,POINT (2.2628436 48.781383899746544),11894
1039,POINT (2.2628436 48.781383899746544),11895
1040,POINT (2.1721060000052805 48.89089064976449),10370
1040,POINT (2.1721060000052805 48.89089064976449),10495
1040,POINT (2.1721060000052805 48.89089064976449),10496
1040,POINT (2.1721060000052805 48.89089064976449),10622
1041,POINT (2.1822664 48.873344099723724),10498
1041,POINT (2.1822664 48.873344099723724),10623
1041,POINT (2.1822664 48.873344099723724),10624
1041,POINT (2.1822664 48.873344099723724),10750
1042,POINT (2.1876745999999994 48.876303499723),10623
1042,POINT (2.1876745999999994 48.876303499723),10624
1042,POINT (2.1876745999999994 48.876303499723),10749
1042,POINT (2.1876745999999994 48.876303499723),10750
1042,POINT (2.1876745999999994 48.876303499723),10876
1043,POINT (2.2224326999999997 48.85215019972899),11130
1043,POINT (2.2224326999999997 48.85215019972899),11131
1043,POINT (2.2224326999999997 48.85215019972899),11256
1043,POINT (2.2224326999999997 48.85215019972899),11257
1043,POINT (2.2224326999999997 48.85215019972899),11382
1044,POINT (2.2891889 48.778915799747146),12020
1044,POINT (2.2891889 48.778915799747146),12021
1044,POINT (2.2891889 48.778915799747146),12146
1044,POINT (2.2891889 48.778915799747146),12147
1044,POINT (2.2891889 48.778915799747146),12272
1044,POINT (2.2891889 48.778915799747146),12273
1045,POINT (2.2001825 48.82614159973544),10755
1045,POINT (2.2001825 48.82614159973544),10881
1045,POINT (2.2001825 48.82614159973544),10882
1045,POINT (2.2001825 48.82614159973544),11007
1045,POINT (2.2001825 48.82614159973544),11008
1046,POINT (2.2245310999999997 48.86236889972646),11129
1046,POINT (2.2245310999999997 48.86236889972646),11255
1046,POINT (2.2245310999999997 48.86236889972646),11256
1046,POINT (2.2245310999999997 48.86236889972646),11381
1047,POINT (2.4951558 48.930109299709656),14901
1047,POINT (2.4951558 48.930109299709656),14902
1047,POINT (2.4951558 48.930109299709656),15027
1047,POINT (2.4951558 48.930109299709656),15028
1047,POINT (2.4951558 48.930109299709656),15153
1047,POINT (2.4951558 48.930109299709656),15154
1048,POINT (2.5499364999999994 48.90464929971598),15660
1048,POINT (2.5499364999999994 48.90464929971598),15661
1048,POINT (2.5499364999999994 48.90464929971598),15786
1048,POINT (2.5499364999999994 48.90464929971598),15787
1048,POINT (2.5499364999999994 48.90464929971598),15912
1048,POINT (2.5499364999999994 48.90464929971598),15913
1049,POINT (2.3338442 48.94362849970632),12632
1049,POINT (2.3338442 48.94362849970632),12758
1049,POINT (2.3338442 48.94362849970632),12759
1049,POINT (2.3338442 48.94362849970632),12884
1050,POINT (2.5237709 48.90578339971568),15282
1050,POINT (2.5237709 48.90578339971568),15408
1050,POINT (2.5237709 48.90578339971568),15409
1050,POINT (2.5237709 48.90578339971568),15534
1050,POINT (2.5237709 48.90578339971568),15535
1051,POINT (2.4586744 48.896265699718064),14401
1051,POINT (2.4586744 48.896265699718064),14402
1051,POINT (2.4586744 48.896265699718064),14527
1051,POINT (2.4586744 48.896265699718064),14528
1051,POINT (2.4586744 48.896265699718064),14653
1051,POINT (2.4586744 48.896265699718064),14654
1052,POINT (2.4587105999999994 48.89626619971805),14401
1052,POINT (2.4587105999999994 48.89626619971805),14402
1052,POINT (2.4587105999999994 48.89626619971805),14527
1052,POINT (2.4587105999999994 48.89626619971805),14528
1052,POINT (2.4587105999999994 48.89626619971805),14653
1052,POINT (2.4587105999999994 48.89626619971805),14654
1053,POINT (2.4769961 48.882519099721456),14655
1053,POINT (2.4769961 48.882519099721456),14780
1053,POINT (2.4769961 48.882519099721456),14781
1053,POINT (2.4769961 48.882519099721456),14907
1054,POINT (2.3343291274766633 48.90176267402124),12637
1054,POINT (2.3343291274766633 48.90176267402124),12762
1054,POINT (2.3343291274766633 48.90176267402124),12763
1054,POINT (2.3343291274766633 48.90176267402124),12888
1054,POINT (2.3343291274766633 48.90176267402124),12889
1055,POINT (2.535173 48.93427089970862),15405
1055,POINT (2.535173 48.93427089970862),15531
1055,POINT (2.535173 48.93427089970862),15532
1055,POINT (2.535173 48.93427089970862),15657
1055,POINT (2.535173 48.93427089970862),15658
1056,POINT (2.5352776 48.934210999708654),15405
1056,POINT (2.5352776 48.934210999708654),15531
1056,POINT (2.5352776 48.934210999708654),15532
1056,POINT (2.5352776 48.934210999708654),15657
1056,POINT (2.5352776 48.934210999708654),15658
1057,POINT (2.5353587 48.934155499708645),15405
1057,POINT (2.5353587 48.934155499708645),15531
1057,POINT (2.5353587 48.934155499708645),15532
1057,POINT (2.5353587 48.934155499708645),15657
1057,POINT (2.5353587 48.934155499708645),15658
1058,POINT (2.5604454 49.008993199690096),15775
1058,POINT (2.5604454 49.008993199690096),15900
1058,POINT (2.5604454 49.008993199690096),15901
1058,POINT (2.5604454 49.008993199690096),16026
1058,POINT (2.5604454 49.008993199690096),16027
1059,POINT (2.5605044 49.008733199690184),15775
1059,POINT (2.5605044 49.008733199690184),15900
1059,POINT (2.5605044 49.008733199690184),15901
1059,POINT (2.5605044 49.008733199690184),16027
1060,POINT (2.5166670000000004 48.973813499698814),15149
1060,POINT (2.5166670000000004 48.973813499698814),15274
1060,POINT (2.5166670000000004 48.973813499698814),15275
1060,POINT (2.5166670000000004 48.973813499698814),15400
1060,POINT (2.5166670000000004 48.973813499698814),15401
1061,POINT (2.4813678999999995 48.77852079974726),14792
1061,POINT (2.4813678999999995 48.77852079974726),14793
1061,POINT (2.4813678999999995 48.77852079974726),14918
1061,POINT (2.4813678999999995 48.77852079974726),14919
1062,POINT (2.4884714 48.7646046997507),14794
1062,POINT (2.4884714 48.7646046997507),14920
1062,POINT (2.4884714 48.7646046997507),14921
1062,POINT (2.4884714 48.7646046997507),15046
1063,POINT (2.4942786999999997 48.7649984997506),14920
1063,POINT (2.4942786999999997 48.7649984997506),15046
1063,POINT (2.4942786999999997 48.7649984997506),15047
1063,POINT (2.4942786999999997 48.7649984997506),15172
1064,POINT (2.5124517 48.82500299973573),15165
1064,POINT (2.5124517 48.82500299973573),15166
1064,POINT (2.5124517 48.82500299973573),15291
1064,POINT (2.5124517 48.82500299973573),15292
1064,POINT (2.5124517 48.82500299973573),15417
1064,POINT (2.5124517 48.82500299973573),15418
1065,POINT (2.5125278 48.82499289973572),15165
1065,POINT (2.5125278 48.82499289973572),15166
1065,POINT (2.5125278 48.82499289973572),15291
1065,POINT (2.5125278 48.82499289973572),15292
1065,POINT (2.5125278 48.82499289973572),15417
1065,POINT (2.5125278 48.82499289973572),15418
1066,POINT (2.5126088999999996 48.82498429973573),15165
1066,POINT (2.5126088999999996 48.82498429973573),15166
1066,POINT (2.5126088999999996 48.82498429973573),15291
1066,POINT (2.5126088999999996 48.82498429973573),15292
1066,POINT (2.5126088999999996 48.82498429973573),15417
1066,POINT (2.5126088999999996 48.82498429973573),15418
1067,POINT (2.5126884 48.82497299973574),15165
1067,POINT (2.5126884 48.82497299973574),15166
1067,POINT (2.5126884 48.82497299973574),15291
1067,POINT (2.5126884 48.82497299973574),15292
1067,POINT (2.5126884 48.82497299973574),15417
1067,POINT (2.5126884 48.82497299973574),15418
1068,POINT (2.4444614 48.7945184997433),14161
1068,POINT (2.4444614 48.7945184997433),14286
1068,POINT (2.4444614 48.7945184997433),14287
1068,POINT (2.4444614 48.7945184997433),14412
1068,POINT (2.4444614 48.7945184997433),14413
1069,POINT (2.4529757 48.78562279974549),14288
1069,POINT (2.4529757 48.78562279974549),14413
