,X,Y,com_insee,com_nom,acc,Type,geometry,0
1611,2.3611996,48.8125761997388,94043,Le Kremlin-Bicêtre,Intérieur,aed,POINT (2.3611996 48.8125761997388),13151
1611,2.3611996,48.8125761997388,94043,Le Kremlin-Bicêtre,Intérieur,aed,POINT (2.3611996 48.8125761997388),13276
1611,2.3611996,48.8125761997388,94043,Le Kremlin-Bicêtre,Intérieur,aed,POINT (2.3611996 48.8125761997388),13277
1612,2.3744244,48.8291326997347,75056,Paris,Intérieur,aed,POINT (2.3744244 48.8291326997347),13274
1612,2.3744244,48.8291326997347,75056,Paris,Intérieur,aed,POINT (2.3744244 48.8291326997347),13275
1612,2.3744244,48.8291326997347,75056,Paris,Intérieur,aed,POINT (2.3744244 48.8291326997347),13400
1612,2.3744244,48.8291326997347,75056,Paris,Intérieur,aed,POINT (2.3744244 48.8291326997347),13401
1612,2.3744244,48.8291326997347,75056,Paris,Intérieur,aed,POINT (2.3744244 48.8291326997347),13527
1613,2.3825603,48.8387629997323,75056,Paris,Intérieur,aed,POINT (2.3825603 48.8387629997323),13274
1613,2.3825603,48.8387629997323,75056,Paris,Intérieur,aed,POINT (2.3825603 48.8387629997323),13399
1613,2.3825603,48.8387629997323,75056,Paris,Intérieur,aed,POINT (2.3825603 48.8387629997323),13400
1613,2.3825603,48.8387629997323,75056,Paris,Intérieur,aed,POINT (2.3825603 48.8387629997323),13525
1613,2.3825603,48.8387629997323,75056,Paris,Intérieur,aed,POINT (2.3825603 48.8387629997323),13526
1614,2.3821683,48.844265099731,75056,Paris,Extérieur,aed,POINT (2.3821683 48.844265099731),13273
1614,2.3821683,48.844265099731,75056,Paris,Extérieur,aed,POINT (2.3821683 48.844265099731),13399
1614,2.3821683,48.844265099731,75056,Paris,Extérieur,aed,POINT (2.3821683 48.844265099731),13400
1614,2.3821683,48.844265099731,75056,Paris,Extérieur,aed,POINT (2.3821683 48.844265099731),13525
1614,2.3821683,48.844265099731,75056,Paris,Extérieur,aed,POINT (2.3821683 48.844265099731),13526
1615,2.3810527,48.8437374997311,75056,Paris,Extérieur,aed,POINT (2.3810527 48.8437374997311),13273
1615,2.3810527,48.8437374997311,75056,Paris,Extérieur,aed,POINT (2.3810527 48.8437374997311),13399
1615,2.3810527,48.8437374997311,75056,Paris,Extérieur,aed,POINT (2.3810527 48.8437374997311),13400
1615,2.3810527,48.8437374997311,75056,Paris,Extérieur,aed,POINT (2.3810527 48.8437374997311),13525
1615,2.3810527,48.8437374997311,75056,Paris,Extérieur,aed,POINT (2.3810527 48.8437374997311),13526
1616,2.3753878,48.8296607997346,75056,Paris,Intérieur,aed,POINT (2.3753878 48.8296607997346),13274
1616,2.3753878,48.8296607997346,75056,Paris,Intérieur,aed,POINT (2.3753878 48.8296607997346),13275
1616,2.3753878,48.8296607997346,75056,Paris,Intérieur,aed,POINT (2.3753878 48.8296607997346),13400
1616,2.3753878,48.8296607997346,75056,Paris,Intérieur,aed,POINT (2.3753878 48.8296607997346),13401
1616,2.3753878,48.8296607997346,75056,Paris,Intérieur,aed,POINT (2.3753878 48.8296607997346),13527
1617,2.3797256,48.8306079997343,75056,Paris,Intérieur,aed,POINT (2.3797256 48.8306079997343),13275
1617,2.3797256,48.8306079997343,75056,Paris,Intérieur,aed,POINT (2.3797256 48.8306079997343),13400
1617,2.3797256,48.8306079997343,75056,Paris,Intérieur,aed,POINT (2.3797256 48.8306079997343),13401
1617,2.3797256,48.8306079997343,75056,Paris,Intérieur,aed,POINT (2.3797256 48.8306079997343),13526
1617,2.3797256,48.8306079997343,75056,Paris,Intérieur,aed,POINT (2.3797256 48.8306079997343),13527
1618,2.9070155,48.9575749997028,77284,Meaux,Intérieur,aed,POINT (2.9070155 48.9575749997028),20694
1618,2.9070155,48.9575749997028,77284,Meaux,Intérieur,aed,POINT (2.9070155 48.9575749997028),20695
1618,2.9070155,48.9575749997028,77284,Meaux,Intérieur,aed,POINT (2.9070155 48.9575749997028),20820
1618,2.9070155,48.9575749997028,77284,Meaux,Intérieur,aed,POINT (2.9070155 48.9575749997028),20821
1618,2.9070155,48.9575749997028,77284,Meaux,Intérieur,aed,POINT (2.9070155 48.9575749997028),20946
1618,2.9070155,48.9575749997028,77284,Meaux,Intérieur,aed,POINT (2.9070155 48.9575749997028),20947
1619,2.3709505,48.8218523997365,75056,Paris,Intérieur,aed,POINT (2.3709505 48.8218523997365),13150
1619,2.3709505,48.8218523997365,75056,Paris,Intérieur,aed,POINT (2.3709505 48.8218523997365),13275
1619,2.3709505,48.8218523997365,75056,Paris,Intérieur,aed,POINT (2.3709505 48.8218523997365),13276
1619,2.3709505,48.8218523997365,75056,Paris,Intérieur,aed,POINT (2.3709505 48.8218523997365),13401
1619,2.3709505,48.8218523997365,75056,Paris,Intérieur,aed,POINT (2.3709505 48.8218523997365),13402
1620,2.368247,48.8208389997368,75056,Paris,Extérieur,aed,POINT (2.368247 48.8208389997368),13149
1620,2.368247,48.8208389997368,75056,Paris,Extérieur,aed,POINT (2.368247 48.8208389997368),13150
1620,2.368247,48.8208389997368,75056,Paris,Extérieur,aed,POINT (2.368247 48.8208389997368),13275
1620,2.368247,48.8208389997368,75056,Paris,Extérieur,aed,POINT (2.368247 48.8208389997368),13276
1620,2.368247,48.8208389997368,75056,Paris,Extérieur,aed,POINT (2.368247 48.8208389997368),13402
1621,2.2630117,48.828199099735,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2630117 48.828199099735),11637
1621,2.2630117,48.828199099735,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2630117 48.828199099735),11762
1621,2.2630117,48.828199099735,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2630117 48.828199099735),11763
1621,2.2630117,48.828199099735,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2630117 48.828199099735),11889
1622,2.2632847,48.8297909997345,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2632847 48.8297909997345),11637
1622,2.2632847,48.8297909997345,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2632847 48.8297909997345),11762
1622,2.2632847,48.8297909997345,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2632847 48.8297909997345),11763
1622,2.2632847,48.8297909997345,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2632847 48.8297909997345),11888
1622,2.2632847,48.8297909997345,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2632847 48.8297909997345),11889
1623,2.3843303,48.835998299733,75056,Paris,Extérieur,aed,POINT (2.3843303 48.835998299733),13400
1623,2.3843303,48.835998299733,75056,Paris,Extérieur,aed,POINT (2.3843303 48.835998299733),13401
1623,2.3843303,48.835998299733,75056,Paris,Extérieur,aed,POINT (2.3843303 48.835998299733),13526
1623,2.3843303,48.835998299733,75056,Paris,Extérieur,aed,POINT (2.3843303 48.835998299733),13527
1623,2.3843303,48.835998299733,75056,Paris,Extérieur,aed,POINT (2.3843303 48.835998299733),13652
1624,2.3825625,48.836126299733,75056,Paris,Extérieur,aed,POINT (2.3825625 48.836126299733),13274
1624,2.3825625,48.836126299733,75056,Paris,Extérieur,aed,POINT (2.3825625 48.836126299733),13400
1624,2.3825625,48.836126299733,75056,Paris,Extérieur,aed,POINT (2.3825625 48.836126299733),13401
1624,2.3825625,48.836126299733,75056,Paris,Extérieur,aed,POINT (2.3825625 48.836126299733),13526
1624,2.3825625,48.836126299733,75056,Paris,Extérieur,aed,POINT (2.3825625 48.836126299733),13527
1625,2.3713399,48.8450266997308,75056,Paris,Intérieur,aed,POINT (2.3713399 48.8450266997308),13147
1625,2.3713399,48.8450266997308,75056,Paris,Intérieur,aed,POINT (2.3713399 48.8450266997308),13273
1625,2.3713399,48.8450266997308,75056,Paris,Intérieur,aed,POINT (2.3713399 48.8450266997308),13274
1625,2.3713399,48.8450266997308,75056,Paris,Intérieur,aed,POINT (2.3713399 48.8450266997308),13399
1626,2.3697843,48.8464590997304,75056,Paris,Intérieur,aed,POINT (2.3697843 48.8464590997304),13147
1626,2.3697843,48.8464590997304,75056,Paris,Intérieur,aed,POINT (2.3697843 48.8464590997304),13272
1626,2.3697843,48.8464590997304,75056,Paris,Intérieur,aed,POINT (2.3697843 48.8464590997304),13273
1626,2.3697843,48.8464590997304,75056,Paris,Intérieur,aed,POINT (2.3697843 48.8464590997304),13399
1627,2.3721691,48.8466091997304,75056,Paris,Extérieur,aed,POINT (2.3721691 48.8466091997304),13147
1627,2.3721691,48.8466091997304,75056,Paris,Extérieur,aed,POINT (2.3721691 48.8466091997304),13272
1627,2.3721691,48.8466091997304,75056,Paris,Extérieur,aed,POINT (2.3721691 48.8466091997304),13273
1627,2.3721691,48.8466091997304,75056,Paris,Extérieur,aed,POINT (2.3721691 48.8466091997304),13399
1628,2.3715238,48.8457109997306,75056,Paris,Extérieur,aed,POINT (2.3715238 48.8457109997306),13147
1628,2.3715238,48.8457109997306,75056,Paris,Extérieur,aed,POINT (2.3715238 48.8457109997306),13273
1628,2.3715238,48.8457109997306,75056,Paris,Extérieur,aed,POINT (2.3715238 48.8457109997306),13274
1628,2.3715238,48.8457109997306,75056,Paris,Extérieur,aed,POINT (2.3715238 48.8457109997306),13399
1629,2.3711841,48.84816439973,75056,Paris,Intérieur,aed,POINT (2.3711841 48.84816439973),13147
1629,2.3711841,48.84816439973,75056,Paris,Intérieur,aed,POINT (2.3711841 48.84816439973),13272
1629,2.3711841,48.84816439973,75056,Paris,Intérieur,aed,POINT (2.3711841 48.84816439973),13273
1629,2.3711841,48.84816439973,75056,Paris,Intérieur,aed,POINT (2.3711841 48.84816439973),13398
1629,2.3711841,48.84816439973,75056,Paris,Intérieur,aed,POINT (2.3711841 48.84816439973),13399
1630,2.2499048,48.8295114997346,92012,Boulogne-Billancourt,Extérieur,aed,POINT (2.2499048 48.8295114997346),11510
1630,2.2499048,48.8295114997346,92012,Boulogne-Billancourt,Extérieur,aed,POINT (2.2499048 48.8295114997346),11511
1630,2.2499048,48.8295114997346,92012,Boulogne-Billancourt,Extérieur,aed,POINT (2.2499048 48.8295114997346),11636
1630,2.2499048,48.8295114997346,92012,Boulogne-Billancourt,Extérieur,aed,POINT (2.2499048 48.8295114997346),11637
1630,2.2499048,48.8295114997346,92012,Boulogne-Billancourt,Extérieur,aed,POINT (2.2499048 48.8295114997346),11763
1631,2.3732171,48.8459035997305,75056,Paris,Extérieur,aed,POINT (2.3732171 48.8459035997305),13147
1631,2.3732171,48.8459035997305,75056,Paris,Extérieur,aed,POINT (2.3732171 48.8459035997305),13273
1631,2.3732171,48.8459035997305,75056,Paris,Extérieur,aed,POINT (2.3732171 48.8459035997305),13399
1632,2.3695921,48.8468510997303,75056,Paris,Extérieur,aed,POINT (2.3695921 48.8468510997303),13147
1632,2.3695921,48.8468510997303,75056,Paris,Extérieur,aed,POINT (2.3695921 48.8468510997303),13272
1632,2.3695921,48.8468510997303,75056,Paris,Extérieur,aed,POINT (2.3695921 48.8468510997303),13273
1632,2.3695921,48.8468510997303,75056,Paris,Extérieur,aed,POINT (2.3695921 48.8468510997303),13399
1633,2.3694641,48.8455704997306,75056,Paris,Intérieur,aed,POINT (2.3694641 48.8455704997306),13147
1633,2.3694641,48.8455704997306,75056,Paris,Intérieur,aed,POINT (2.3694641 48.8455704997306),13273
1633,2.3694641,48.8455704997306,75056,Paris,Intérieur,aed,POINT (2.3694641 48.8455704997306),13274
1633,2.3694641,48.8455704997306,75056,Paris,Intérieur,aed,POINT (2.3694641 48.8455704997306),13399
1634,2.3693436,48.8350037997332,75056,Paris,Intérieur,aed,POINT (2.3693436 48.8350037997332),13148
1634,2.3693436,48.8350037997332,75056,Paris,Intérieur,aed,POINT (2.3693436 48.8350037997332),13274
1634,2.3693436,48.8350037997332,75056,Paris,Intérieur,aed,POINT (2.3693436 48.8350037997332),13275
1634,2.3693436,48.8350037997332,75056,Paris,Intérieur,aed,POINT (2.3693436 48.8350037997332),13400
1635,2.3735707,48.8447831997308,75056,Paris,Intérieur,aed,POINT (2.3735707 48.8447831997308),13147
1635,2.3735707,48.8447831997308,75056,Paris,Intérieur,aed,POINT (2.3735707 48.8447831997308),13273
1635,2.3735707,48.8447831997308,75056,Paris,Intérieur,aed,POINT (2.3735707 48.8447831997308),13274
1635,2.3735707,48.8447831997308,75056,Paris,Intérieur,aed,POINT (2.3735707 48.8447831997308),13399
1635,2.3735707,48.8447831997308,75056,Paris,Intérieur,aed,POINT (2.3735707 48.8447831997308),13400
1636,2.3738814,48.8453974997307,75056,Paris,Intérieur,aed,POINT (2.3738814 48.8453974997307),13147
1636,2.3738814,48.8453974997307,75056,Paris,Intérieur,aed,POINT (2.3738814 48.8453974997307),13273
1636,2.3738814,48.8453974997307,75056,Paris,Intérieur,aed,POINT (2.3738814 48.8453974997307),13399
1636,2.3738814,48.8453974997307,75056,Paris,Intérieur,aed,POINT (2.3738814 48.8453974997307),13525
1637,2.3704378,48.8244019997359,75056,Paris,Intérieur,aed,POINT (2.3704378 48.8244019997359),13149
1637,2.3704378,48.8244019997359,75056,Paris,Intérieur,aed,POINT (2.3704378 48.8244019997359),13150
1637,2.3704378,48.8244019997359,75056,Paris,Intérieur,aed,POINT (2.3704378 48.8244019997359),13275
1637,2.3704378,48.8244019997359,75056,Paris,Intérieur,aed,POINT (2.3704378 48.8244019997359),13276
1637,2.3704378,48.8244019997359,75056,Paris,Intérieur,aed,POINT (2.3704378 48.8244019997359),13401
1637,2.3704378,48.8244019997359,75056,Paris,Intérieur,aed,POINT (2.3704378 48.8244019997359),13402
1638,2.3549695,48.8299463997345,75056,Paris,Intérieur,aed,POINT (2.3549695 48.8299463997345),12897
1638,2.3549695,48.8299463997345,75056,Paris,Intérieur,aed,POINT (2.3549695 48.8299463997345),13022
1638,2.3549695,48.8299463997345,75056,Paris,Intérieur,aed,POINT (2.3549695 48.8299463997345),13023
1638,2.3549695,48.8299463997345,75056,Paris,Intérieur,aed,POINT (2.3549695 48.8299463997345),13148
1638,2.3549695,48.8299463997345,75056,Paris,Intérieur,aed,POINT (2.3549695 48.8299463997345),13149
1639,2.3623332,48.8266273997353,75056,Paris,Extérieur,aed,POINT (2.3623332 48.8266273997353),13023
1639,2.3623332,48.8266273997353,75056,Paris,Extérieur,aed,POINT (2.3623332 48.8266273997353),13149
1639,2.3623332,48.8266273997353,75056,Paris,Extérieur,aed,POINT (2.3623332 48.8266273997353),13150
1639,2.3623332,48.8266273997353,75056,Paris,Extérieur,aed,POINT (2.3623332 48.8266273997353),13275
1639,2.3623332,48.8266273997353,75056,Paris,Extérieur,aed,POINT (2.3623332 48.8266273997353),13276
1640,2.2616612,48.8257100997355,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2616612 48.8257100997355),11637
1640,2.2616612,48.8257100997355,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2616612 48.8257100997355),11763
1640,2.2616612,48.8257100997355,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2616612 48.8257100997355),11764
1640,2.2616612,48.8257100997355,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2616612 48.8257100997355),11889
1640,2.2616612,48.8257100997355,92040,Issy-les-Moulineaux,Intérieur,aed,POINT (2.2616612 48.8257100997355),11890
1641,2.3799973,48.8518301997291,75056,Paris,Extérieur,aed,POINT (2.3799973 48.8518301997291),13272
1641,2.3799973,48.8518301997291,75056,Paris,Extérieur,aed,POINT (2.3799973 48.8518301997291),13398
1641,2.3799973,48.8518301997291,75056,Paris,Extérieur,aed,POINT (2.3799973 48.8518301997291),13399
1641,2.3799973,48.8518301997291,75056,Paris,Extérieur,aed,POINT (2.3799973 48.8518301997291),13524
1641,2.3799973,48.8518301997291,75056,Paris,Extérieur,aed,POINT (2.3799973 48.8518301997291),13525
1642,2.3016413,48.5871496997947,91103,Brétigny-sur-Orge,Intérieur,aed,POINT (2.3016413 48.5871496997947),12168
1642,2.3016413,48.5871496997947,91103,Brétigny-sur-Orge,Intérieur,aed,POINT (2.3016413 48.5871496997947),12293
1642,2.3016413,48.5871496997947,91103,Brétigny-sur-Orge,Intérieur,aed,POINT (2.3016413 48.5871496997947),12294
1642,2.3016413,48.5871496997947,91103,Brétigny-sur-Orge,Intérieur,aed,POINT (2.3016413 48.5871496997947),12419
1642,2.3016413,48.5871496997947,91103,Brétigny-sur-Orge,Intérieur,aed,POINT (2.3016413 48.5871496997947),12420
1643,2.3000394,48.5645075998003,91376,Marolles-en-Hurepoix,Extérieur,aed,POINT (2.3000394 48.5645075998003),12170
1643,2.3000394,48.5645075998003,91376,Marolles-en-Hurepoix,Extérieur,aed,POINT (2.3000394 48.5645075998003),12296
1643,2.3000394,48.5645075998003,91376,Marolles-en-Hurepoix,Extérieur,aed,POINT (2.3000394 48.5645075998003),12297
1643,2.3000394,48.5645075998003,91376,Marolles-en-Hurepoix,Extérieur,aed,POINT (2.3000394 48.5645075998003),12422
1643,2.3000394,48.5645075998003,91376,Marolles-en-Hurepoix,Extérieur,aed,POINT (2.3000394 48.5645075998003),12423
1644,2.3024366,48.6009473997912,91103,Brétigny-sur-Orge,Intérieur,aed,POINT (2.3024366 48.6009473997912),12292
